A2LD1,AR,ATP5G1,BRP44,C16orf93,C17orf96,C1orf204,CD34,FAM159B,HBXIP,MAP3K1,ODZ3,PCSK91,PPP1R12C-Exon2,PTPLB,RP4-697K147,TMEM57,TPH22,XRCC6,ZNF498
A2LD1,3.79285844992202,8.89558545239534,7.30959968817647,7.30322166201119,8.6227230052447,8.27334242482028,8.16184226480727,8.55002436282612,9.87490933725997,8.77036659129567,9.29721464118713,9.14652457783959,7.19774707190087,7.68470411412072,7.341075190411,9.69888590820497,6.33898235768783,4.67861599258285,8.24943484632783,9.41151136539903
AR,7.27282099787673,3.55615721457874,4.23355446562527,7.45821537979404,8.98161168011852,8.92114467811749,8.6933628680151,7.6923492307502,8.02027726746101,9.04500064869356,7.16271699608695,7.64736409011587,3.34028612906513,7.52038519936144,8.20280632910963,7.44095811437895,4.90714966976874,4.74063223638634,3.3860126987391,2.57880445864121
ATP5G1,8.98389935551394,7.37953462598407,2.21998846717434,8.65462818966067,9.82256172225578,8.32266437986523,8.13061092463188,7.98196694305017,8.54531272843555,8.76358838393269,7.71652575730316,7.66565339284959,7.31322117946041,7.77489564437241,8.16951183240469,9.98688436354922,8.44831132421261,4.50326276477878,5.90502212627706,9.14433262799419
BRP44,4.19157343048344,6.82130764753053,6.2056716857046,4.98461192152536,7.4150296277241,5.81959558689861,6.0958831224443,8.37640112153422,8.11078119405313,6.09465128283138,7.77861424347717,8.20896344193705,6.22959773492884,7.00644682480949,6.42086510146995,9.52344536601457,5.57704004604818,4.31904883561737,7.33516472798826,8.42475410941376
C16orf93,8.2179397432313,4.93949166886342,4.43686722464489,6.14339353033246,8.3757719409351,8.95550748659498,8.9900357234034,5.64840751216031,6.49161108728684,8.87524999802272,6.26875683420683,5.8843574897248,4.902881655592,8.00390736792331,6.72581139236115,8.14227290359979,7.98786647419998,5.19771265328388,4.73859208077233,5.65022783269629
C17orf96,6.02194977233242,7.81731630927051,7.01783598925609,6.89692707112079,7.98181820274526,3.80701496799744,4.92548657407992,7.81479742108399,8.76205156579796,5.97978900790005,8.4517243177432,7.71141428866964,6.75661644370357,6.06926789640889,6.74187878482093,9.07709459076201,6.17987347155054,5.42168269140689,7.76547115350002,8.86229373371464
C1orf204,5.79569836837473,7.69324221166039,6.71078502543282,7.11725154622314,8.36364552966614,5.14165881742467,3.93738294692184,8.81416494821235,9.30001017609861,6.16308116930515,8.72255211791961,8.66667497393409,7.11534048244818,7.20016631372059,7.63051057615469,9.72862421755045,5.75037913657559,4.89578353321104,7.25831876931759,8.52860416863892
CD34,8.93193797217042,8.06745353624711,6.70899834782737,8.83440807678315,10.7911950602707,11.116157096601,11.292805316993,1.59992673198623,3.02577369399521,11.3181642470035,3.47130858711675,2.41915439059899,8.85465665545899,9.65214877207416,9.80640747193455,11.1201097015635,8.56466296028141,9.38867839392046,8.64598138296509,9.68033036496483
FAM159B,7.37662022072394,7.13015353916249,5.35854701764697,7.08632241493423,7.84445329393147,8.09783282302922,7.83807922112615,4.20938856007586,3.28619026831362,8.20600747723846,4.08083417093093,4.07367675815951,6.22888875209415,7.54626186264883,6.73092320025184,8.74284220457301,7.06104501652479,4.91398453783671,5.65607928770308,7.40375994288965
HBXIP,7.04905855600892,6.9571470444669,6.12287693681384,5.51924597488776,7.89626786146494,4.66769027438719,4.9753915637618,7.98731025503891,8.75119122130999,1.41483006895113,8.56733988296139,8.10143710873424,7.23671674092222,7.81989630460138,6.5060897130954,9.78411802100663,6.93195549875665,5.27017694985507,7.53430794723006,9.05951355810697
MAP3K1,7.89769630312554,6.47053743410518,4.65138870444233,7.10168850028008,9.13525397351813,9.58427684089848,9.448250418395,3.57618889908001,3.22892421215802,9.51383045606367,1.19526210607164,3.400368849357,4.75775541772628,8.04452286049214,7.95501881798875,9.61799315660545,6.12621817973218,5.01013990860666,5.70331598958578,4.96107620592594
ODZ3,7.20322521679002,6.82205617793396,7.72214772192113,9.05623639238733,10.8228776971337,10.8394585177303,10.5651971793283,2.9473172601776,3.01783976633757,11.1480882224382,3.43293273845263,1.70101200874158,8.24338114438169,9.3639041278284,10.1739356532895,10.3300702306252,7.34070056007131,8.60040542720971,7.81007764983362,8.31105143191314
PCSK91,9.03761985186402,5.77286008976162,7.29693055342717,8.97537794426419,10.5870993225767,10.3335844777343,10.4889141197487,8.86841834203844,9.59650788824108,10.8882119180299,8.90594169788138,9.25124919612804,2.22852624555472,9.58556393337421,9.57874305867319,8.3152870588397,8.81323694274244,6.61987063407833,4.97268305542284,4.23741959658634
PPP1R12C-Exon2,6.03218377050525,7.53792399277266,4.25863840069331,5.46973217823544,8.08754567940701,3.94839239677701,5.8692062208585,4.70690845400384,5.63508103357342,6.28535217438963,4.48179611285154,5.23620354891195,5.39155506180601,2.80420962824927,5.72134283730559,9.22846966356251,5.76796962566045,3.66756407339405,6.5914649838873,7.68408682437482
PTPLB,4.98067465403283,5.33105109553741,4.27182540558293,4.58457887521268,6.1937200922743,6.2571863982652,6.2043587547406,5.66410460013649,6.71529978678728,6.77825086903535,6.30855497351655,6.13322321778859,4.85267046705307,5.09989745796468,3.88386515542358,7.22120727862897,4.90978624139454,3.95646967653692,4.96291422037787,6.88209950973897
RP4-697K147,8.24147957278111,6.19418491048413,7.2801902393249,9.93456098904667,10.5976662445414,10.6047418251945,10.4394646105917,8.94586092583434,9.9281743104496,11.041258748095,9.58637827122223,9.15391679947573,5.1451741710825,9.30629980352405,9.84297932476329,3.41973575691672,8.48288990907017,9.1105300987126,5.23330327991481,4.34137537964861
TMEM57,7.37154016884765,5.77995211947395,5.54932835408694,7.35763776818921,9.16870710463073,9.35270546098765,9.04000841539556,7.08959096024664,7.98060425415972,9.48413403723145,8.00438898697028,7.19141294903506,7.8216656328008,7.40364038961616,7.3750141843286,5.20059016694661,6.71186945049001,6.41312954625325,6.99773777667259,9.08706442078216
TPH22,6.00896024240935,5.90799618111221,3.36432681506754,5.33733783356291,6.79098027469173,4.70169759682442,4.86389885320376,5.81626851859551,6.21175626797599,5.3592546933284,5.72770524684804,5.81759207524207,4.90755241055205,5.82446460536667,5.61012805954165,7.95805927281394,5.83492733313796,1.70713129619831,5.33155030672908,7.24658726555863
XRCC6,8.45510999782141,4.90915735460037,6.22390056467144,9.41878620667401,10.2449103668903,10.598721158163,10.3367927467903,8.71336319174192,9.3129162679223,10.8121193920979,8.4690972590292,8.71438187281898,4.46222196609101,8.80782906599038,9.36411219738526,7.78582866778086,8.29192762373273,7.81009760207719,2.36626730854157,4.1604830199558
ZNF498,7.11047913158873,4.9999132186669,5.64098702990682,9.26653679173937,10.1667818952156,9.86158183365115,9.91808417179016,7.82355106444325,8.41085167491802,10.1200995499707,7.5570032699156,8.00172220620501,3.68480353305925,8.60715838517602,9.79443529742752,3.7005447921207,6.84615857569738,7.60482944194497,4.20754347236676,2.92969258572852
